country,iso2c,iso3c,year,status,lastupdated,population,co2_emissions,gdp_per_cap,region,capital,longitude,latitude,income,lending
Afghanistan,AF,AFG,2004,,2025-07-01,23560654,0.03789792931894,338.637273888197,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2005,,2025-07-01,24404567,0.0518878290280668,363.640141436773,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2006,,2025-07-01,25424094,0.0553923376777949,367.75831169358,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2007,,2025-07-01,25909852,0.0775612303767694,410.757728879097,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Africa Eastern and Southern,ZH,AFE,2005,,2025-07-01,463076637,1.15243439029391,1301.66161668619,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2008,,2025-07-01,502070763,1.19212343708742,1424.16219679945,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2007,,2025-07-01,488580707,1.16052182044321,1402.25924781269,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2009,,2025-07-01,516003448,1.10809144303788,1398.07772680316,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2002,,2025-07-01,427820358,1.06914985608402,1221.24592539704,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1995,,2025-07-01,356580375,1.11724840987468,1154.87494174794,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1996,,2025-07-01,366138524,1.12870972668426,1186.07296437005,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2010,,2025-07-01,530308387,1.10758741380866,1431.21195789305,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2001,,2025-07-01,416807868,1.06400525328806,1207.22915865621,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2003,,2025-07-01,439173286,1.09613904669279,1224.80628548513,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2006,,2025-07-01,475606210,1.14241721233419,1350.73057684768,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2004,,2025-07-01,450928044,1.15029873347481,1259.13592068834,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2000,,2025-07-01,406156661,1.06224040916636,1196.92976594366,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2015,,2025-07-01,607123269,1.04337266896328,1479.61525980543,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1998,,2025-07-01,385505757,1.13612071340755,1190.26744135748,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1999,,2025-07-01,395750933,1.07366312681643,1190.1711033462,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2012,,2025-07-01,559609961,1.07362868730556,1436.27450997855,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1997,,2025-07-01,375646235,1.14502167209129,1200.46842325995,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2011,,2025-07-01,544737983,1.06705872289157,1449.85349970149,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2014,,2025-07-01,590968990,1.09641627194981,1475.73903934085,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2013,,2025-07-01,575202699,1.08644916165911,1457.67290748026,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2002,,2025-07-01,290841795,0.502950753690679,1295.46024656435,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2001,,2025-07-01,282780717,0.551083898694549,1211.60657416161,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2010,,2025-07-01,364358270,0.456851164651759,1677.42793720229,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2012,,2025-07-01,385360349,0.47034807932458,1750.0258910552,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2000,,2025-07-01,274968446,0.533661233260197,1184.3601376623,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2009,,2025-07-01,354343844,0.417316125294391,1611.51321017603,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1999,,2025-07-01,267506298,0.511601786661486,1172.35079961023,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1997,,2025-07-01,253207584,0.553488160923332,1177.25439688196,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2011,,2025-07-01,374790143,0.473954567156266,1711.40576272057,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1998,,2025-07-01,260297834,0.518728096677132,1186.6821217341,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1995,,2025-07-01,239801875,0.507183273692084,1137.96412338866,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2003,,2025-07-01,299142845,0.52856621056739606,1330.01534966024,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2004,,2025-07-01,307725100,0.510387030502224,1397.57989325249,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2007,,2025-07-01,334984176,0.437051092228309,1511.39802807784,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,,2025-07-01,344586109,0.451267465340572,1561.49690310715,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1996,,2025-07-01,246415446,0.571195524813002,1158.68614732857,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2005,,2025-07-01,316588476,0.500513164604261,1438.7657371855,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2006,,2025-07-01,325663158,0.464381052277335,1473.575756798,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2015,,2025-07-01,418127845,0.499586914619379,1860.72769393488,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2013,,2025-07-01,396030207,0.50440016056654,1805.52643337702,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2014,,2025-07-01,406992047,0.513469247225856,1857.25875463317,Aggregates,,,,Aggregates,Aggregates
Albania,AL,ALB,2002,,2025-07-01,3051010,1.3131389277649,2297.10853513924,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1999,,2025-07-01,3108778,0.992866007157796,1841.80762760566,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2014,,2025-07-01,2889104,1.76379943401137,3883.63262828191,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2015,,2025-07-01,2880703,1.68830316766428,3981.72662261867,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2013,,2025-07-01,2895092,1.64737424579253,3790.68016321899,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2003,,2025-07-01,3039616,1.38543816060976,2428.68934653563,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1996,,2025-07-01,3168033,0.648635920143509,1683.76965547424,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1997,,2025-07-01,3148281,0.502019991226959,1495.90035328523,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1998,,2025-07-01,3128530,0.612012670487417,1630.43874131845,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2000,,2025-07-01,3089027,1.04644601682018,1991.91435867116,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2011,,2025-07-01,2905195,1.71699317945955,3677.89457937717,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2001,,2025-07-01,3060173,1.1238907081397,2188.91854451375,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2008,,2025-07-01,2947314,1.423194135406,3345.98161761476,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2012,,2025-07-01,2900401,1.56285286069064,3720.22876474985,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1995,,2025-07-01,3187784,0.649353908545874,1558.96638565461,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2007,,2025-07-01,2970017,1.4290827291561,3105.8796756386,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2009,,2025-07-01,2927519,1.46014423817574,3459.24695646692,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2010,,2025-07-01,2913021,1.56432102617866,3579.82413181046,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2006,,2025-07-01,2992547,1.38166585186465,2894.36032580174,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2004,,2025-07-01,3026939,1.45823883467754,2567.29763687121,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2005,,2025-07-01,3011487,1.37755866121952,2712.86983830331,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Algeria,DZ,DZA,1995,,2025-07-01,28470191,2.94401607632348,3255.18726869561,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2008,,2025-07-01,34816961,3.26571868233991,4367.56538017541,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2010,,2025-07-01,36188236,3.27771433788594,4456.6102741643,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2004,,2025-07-01,32628286,2.96128947747975,4066.28204806495,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2005,,2025-07-01,33109249,3.06249773288425,4223.60252133943,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1996,,2025-07-01,29033044,2.80735289072686,3322.95538141474,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2009,,2025-07-01,35490445,3.27089446187558,4336.10054052949,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2007,,2025-07-01,34189416,3.18555017143317,4339.25055772831,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2001,,2025-07-01,31331221,2.73913040286556,3610.00605631983,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2006,,2025-07-01,33623506,3.13771562073271,4279.61547120827,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2011,,2025-07-01,36903376,3.38166892915163,4501.3543013352,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2000,,2025-07-01,30903893,2.84547322241894,3553.32420521991,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1999,,2025-07-01,30474354,2.78767517106351,3471.49196276497,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2002,,2025-07-01,31750835,2.82462177766349,3754.66081538446,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2003,,2025-07-01,32175818,2.99922134069754,3945.89816094007,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1998,,2025-07-01,30054133,2.70974045400012,3410.88254401644,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2013,,2025-07-01,38414171,3.79295442819787,4543.23444006767,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2015,,2025-07-01,40019529,4.11954123697958,4685.05902729002,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,1997,,2025-07-01,29579301,2.69177422414411,3297.46603361265,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2012,,2025-07-01,37646166,3.72574195204898,4518.43978956464,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2014,,2025-07-01,39205031,3.95384969852466,4634.10149179952,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
American Samoa,AS,ASM,2015,,2025-07-01,52878,0.00189114565603843,12727.4102651386,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,1998,,2025-07-01,55334,0.00180720714208263,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,1999,,2025-07-01,56248,0.00177784098990186,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2014,,2025-07-01,53466,0.00187034751056746,12203.0894714284,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2000,,2025-07-01,56855,0.00175886025855246,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2012,,2025-07-01,54489,0.00183523279928059,12068.2667374983,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,1997,,2025-07-01,54362,0.00183952025311799,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2013,,2025-07-01,54006,0.00185164611339481,11871.7937192729,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2011,,2025-07-01,54895,0.0018216595318335,12521.8095058644,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2009,,2025-07-01,55528,0.00180089324304855,12342.0575384016,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,1996,,2025-07-01,53353,0.00187430884861207,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2006,,2025-07-01,56374,0.00177386738567425,12794.7565021718,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2010,,2025-07-01,55228,0.00181067574418773,12446.3086265015,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,1995,,2025-07-01,52316,0.0019114611208808,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2004,,2025-07-01,56818,0.00176000563201802,13291.5356626851,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2005,,2025-07-01,56617,0.00176625395199322,13284.2791128875,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2007,,2025-07-01,56113,0.00178211822572309,13092.3111393408,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2008,,2025-07-01,55828,0.00179121587733754,12809.4633079683,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2001,,2025-07-01,57053,0.00175275620913887,NA,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2003,,2025-07-01,56971,0.0017552790015973,13201.7347516166,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2002,,2025-07-01,57062,0.00175247975885879,13054.6364326897,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
Andorra,AD,AND,1996,,2025-07-01,63984,NA,28871.2160741757,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,1997,,2025-07-01,64700,NA,31140.6896808445,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,1995,,2025-07-01,63912,NA,27619.5060608184,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2010,,2025-07-01,80706,NA,36277.2644412087,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2011,,2025-07-01,77783,NA,37637.4868329126,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2009,,2025-07-01,83888,NA,35604.3840085198,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2008,,2025-07-01,83495,NA,37775.1261390552,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2006,,2025-07-01,79585,NA,41322.0529198761,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2005,,2025-07-01,77421,NA,40528.1748609004,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2007,,2025-07-01,81877,NA,40789.1589682857,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2003,,2025-07-01,69486,NA,39620.3201590697,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2004,,2025-07-01,74325,NA,40054.3211516798,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,1998,,2025-07-01,65382,NA,31800.3640667052,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2002,,2025-07-01,66506,NA,38084.4843094685,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2000,,2025-07-01,65685,NA,34113.8173771495,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2001,,2025-07-01,65852,NA,36790.1037072591,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2015,,2025-07-01,72174,NA,38654.9347203095,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,1999,,2025-07-01,65710,NA,32938.6437399807,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2013,,2025-07-01,75194,NA,35684.169433471,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2014,,2025-07-01,73737,NA,37300.6244183478,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2012,,2025-07-01,76834,NA,36206.9784343227,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Angola,AO,AGO,2005,,2025-07-01,19291161,0.810676972733782,2526.41057941008,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2003,,2025-07-01,17943712,0.965775643300561,2128.19579323903,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2004,,2025-07-01,18600423,0.951069768682142,2277.86696532928,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2000,,2025-07-01,16194869,1.01957601509466,1932.98847886814,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1997,,2025-07-01,14660413,1.11880204193429,1936.91619338589,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2001,,2025-07-01,16747208,0.966865641126569,1947.85672988915,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2015,,2025-07-01,28157798,1.1754292718486,3213.90261080059,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2014,,2025-07-01,27160769,1.13720270585859,3300.73510980871,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1996,,2025-07-01,14170973,1.10640250320144,1867.93503101029,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2011,,2025-07-01,24218352,0.976532176921039,3099.9422899117,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2002,,2025-07-01,17327699,0.91849471761946,2139.87259662901,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1995,,2025-07-01,13699778,0.945511671794974,1701.69727652709,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2009,,2025-07-01,22414773,0.940848252177258,3100.60927365473,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2010,,2025-07-01,23294825,0.976178185498281,3114.69608592822,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1998,,2025-07-01,15159370,1.12381978934481,1961.03722525713,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,1999,,2025-07-01,15667235,1.15089867484594,1938.86184025918,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2013,,2025-07-01,26165620,1.09052260179579,3268.63890723473,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2006,,2025-07-01,20015279,0.815387085036386,2716.25302638209,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2012,,2025-07-01,25177394,0.981682218580684,3236.57494513146,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2008,,2025-07-01,21578655,0.886032980276111,3193.28772270836,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2007,,2025-07-01,20778561,0.820836438095978,2983.0418728513,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Antigua and Barbuda,AG,ATG,1998,,2025-07-01,72412,2.7288294757775,14991.7802610684,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2007,,2025-07-01,81704,2.62288260060707,20770.2689732844,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2008,,2025-07-01,82912,2.78246815901196,20464.786306605,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1997,,2025-07-01,71053,2.71628221187001,14588.3079841576,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2005,,2025-07-01,79611,2.1605054577885,17301.2134317518,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2004,,2025-07-01,78719,2.10749628425158,16433.4130541483,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1996,,2025-07-01,69612,2.62023789001896,14117.8679127333,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,1995,,2025-07-01,68189,2.69691592485592,13519.5287711166,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2001,,2025-07-01,76069,1.73921045366707,15003.4389169034,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2002,,2025-07-01,77032,1.94334821892201,14968.0703013883,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2003,,2025-07-01,77884,2.09670792460582,15703.9347145491,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2006,,2025-07-01,80604,2.42915984318396,19259.6486517907,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2015,,2025-07-01,89409,3.25246899081748,16077.6340769406,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2000,,2025-07-01,74912,1.80745407945323,15961.0918359058,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
